id,nuc,name,parent,total
WMDU:IR,WMDU:IR,Murdoch University. Murdoch University Library. Murdoch University Research Portal.,WMDU,62219
WMU:ANDS,WMU:ANDS,Murdoch University. Murdoch University Library. Research Data via ANDS.,WMDU,48
WMDU:SC,WMDU:SC,Murdoch University. Murdoch University Library. Special Collections.,WMDU,0
6692,,Murdoch University. Murdoch University Library. Veterinary Library.,WMDU,0
WMDU:ANDS,WMDU:ANDS,Murdoch University. Research Data via ANDS.,14169,10
SMBPL,SMBPL,Murray Bridge Public Library. Murray Bridge Public Library.,,43367
VAYM,VAYM,Murrindindi Library Service.,,68507
7361,,Murrindindi Library Service. Alexandra Library.,VAYM,0
3663,,Murrindindi Library Service. Kinglake Library.,VAYM,0
9646,,Murrindindi Library Service. Mobile Library.,VAYM,0
3670,,Murrindindi Library Service. Yea Library.,VAYM,0
VMURR,VMURR,Murrumbeena Cricket Club.,,90
NWWH,NWWH,"Murrumbidgee Local Health District. Health Services Library, Murrumbidgee Local Health District.",,2388
14186,,Museum of Chinese Australian History.,,2611
VMUS:CHIA,VMUS:CHIA,Museum of Chinese Australian History. Chinese Australian Historical Images in Australia.,14186,2611
VMUS,VMUS,Museum of Chinese Australian History. Museum of Chinese Australian History Library.,14186,0
XNTA,XNTA,Museums and Art Galleries of the Northern Territory. Peter Spillett Library.,,14848
13571,,Museums of History NSW.,,17748
NHH,NHH,Museums of History NSW. Caroline Simpson Library.,13571,17728
NHH:ANDS,NHH:ANDS,Museums of History NSW. Research Data via ANDS.,13571,20
10100,,Museums Victoria.,,139547
VNMU:I,VNMU:I,Museums Victoria. Museums Victoria Collections.,10100,101505
VNMU:C,VNMU:C,Museums Victoria. Museums Victoria Digital Image Collections.,10100,0
VNMU,VNMU,Museums Victoria. Museums Victoria Library.,10100,37985
VNMU:ANDS,VNMU:ANDS,Museums Victoria. Research Data via ANDS.,10100,57
NUHU,NUHU,Muswellbrook Shire Libraries.,,31724
3841,,Muswellbrook Shire Libraries. Denman Library.,NUHU,0
VWGP,VWGP,Myli - My Community Library. Regional Support Centre.,,92430
QNSHS,QNSHS,Nambour State High School.,,0
NNAM,NNAM,Nambucca Valley Council.,,1690
333259,,Nambucca Valley Council. Macksville Library.,NNAM,0
333258,,Nambucca Valley Council. Nambucca Heads Library.,NNAM,0
NNTI,NNTI,Nan Tien Institute Library.,,56
WNHS,WNHS,Nannup Historical Society.,,2978
SLSCL,SLSCL,Naracoorte Lucindale Council. Lucindale Community Library.,,27014
WNBN,WNBN,Narembeen Shire Council. Narembeen Library.,,0
VNAM,VNAM,National Alpine Museum of Australia Inc..,,14813
10107,,National Archives of Australia.,,575865
76751,,National Archives of Australia. Adelaide Office Library.,10107,0
76749,,National Archives of Australia. Brisbane Office Library.,10107,0
10955,,National Archives of Australia. Darwin Office Library.,10107,0
76753,,National Archives of Australia. Hobart Office Library.,10107,0
76754,,National Archives of Australia. Melbourne Office Library.,10107,0
AAAR,AAAR,National Archives of Australia. National Archives Library.,10107,266
76755,,National Archives of Australia. Perth Office Library.,10107,0
AAAR:PS,AAAR:PS,National Archives of Australia. PhotoSearch.,10107,575599
76756,,National Archives of Australia. Sydney Office Library.,10107,0
WAAR,WAAR,National Archives of Australia. Western Australia Office Library.,10107,0
NNAS,NNAS,National Art School. National Art School Library.,,24929
VNAB,VNAB,National Australia Bank Ltd. National Australia Bank - Business Research & Information.,,0
STNC,STNC,National Centre for Vocational Education Research. NCVER Library.,,3403
AFSA,AFSA,National Film and Sound Archive.,,6
AFSA:R,AFSA:R,National Film and Sound Archive. National Film and Sound Archive Library.,AFSA,6
AFSA:L,AFSA:L,National Film and Sound Archive. National Film and Video Lending Service.,AFSA,0
14241,,National Gallery of Australia.,,233933
ANG:C,ANG:C,National Gallery of Australia. National Gallery of Australia Collection.,14241,26525
ANG,ANG,National Gallery of Australia. National Gallery of Australia Research Library.,14241,207408
14242,,National Gallery of Victoria.,,175225
VNG:C,VNG:C,National Gallery of Victoria. National Gallery of Victoria Collection.,14242,78072
VNG,VNG,National Gallery of Victoria. The Shaw Research Library.,14242,97153
ANL:AD,ANL:AD,National Library of Australia - Resource Discovery Services. AustraliaDancing.,,327
ANL,ANL,National Library of Australia.,,5007317
ANL:AJA,ANL:AJA,National Library of Australia. Australian Journal of  Adoption.,ANL,177
ANL:SAL,ANL:SAL,National Library of Australia. Journal of the Association for the Study of Australian Literature .,ANL,525
334658,,National Library of Australia. Libraries Australia Administration,ANL,410
DBM:J,DBM:J,National Library of Australia. Libraries Australia Administration Libraries Australia Database Management .,334658,410
ANL:PDS,ANL:PDS,National Library of Australia. National Library: Prepublication Data Service.,ANL,0
327397,,National Library of Australia. National Union Catalogues,ANL,15618
ZNUCD,ZNUCD,National Library of Australia. National Union Catalogues Last known location: National Union Catalogue of Library Materials for People with Disabilities (NUC:D).,327397,0
ZVUC,ZVUC,National Library of Australia. National Union Catalogues Last known location: Vietnamese Union Catalogue.,327397,0
ANL:MA,ANL:MA,National Library of Australia. National Union Catalogues Music Australia.,327397,255
ANL:PEAU,ANL:PEAU,National Library of Australia. National Union Catalogues People Australia.,327397,2
ZBSA,ZBSA,National Library of Australia. National Union Catalogues Union Catalogue of Southeast Asian Materials.,327397,15361
ANL:NED,ANL:NED,National Library of Australia. National edeposit (NLA).,ANL,105335
NAN,NAN,National Measurement Institute. Library and Information Resources.,,1795
14248,,National Museum of Australia.,,136472
AMOA:C,AMOA:C,National Museum of Australia. National Museum of Australia Collection.,14248,90236
AMOA,AMOA,National Museum of Australia. National Museum of Australia Research Library.,14248,46163
AMOA:ANDS,AMOA:ANDS,National Museum of Australia. Research Data via ANDS.,14248,73
VNPC,VNPC,National Philatelic Centre. National Philatelic Collection Library.,,1136
APG,APG,National Portrait Gallery of Australia  Research Library.,,8267
14260,,National Trust of Australia (New South Wales).,,10045
NMPH,NMPH,National Trust of Australia (New South Wales). Miss Porter's House.,14260,4785
NNTA,NNTA,National Trust of Australia (New South Wales). National Trust of Australia (NSW) Archive/Library.,14260,5260
6872,,National Trust of Australia (New South Wales). S.H. Ervin Gallery Library.,14260,0
TNTA,TNTA,National Trust of Australia (Tasmania). Tasmanian Library.,,1644
VNWM,VNWM,National Wool Museum.,,8167
337457,,Naval Heritage Collection.,,3834
VHCERB,VHCERB,Naval Heritage Collection. HMAS Cerberus Museum.,337457,228
NFAAM,NFAAM,Naval Heritage Collection. RAN Fleet Air Arm Museum .,337457,0
NRHC,NRHC,Naval Heritage Collection. RAN Heritage Centre (Spectacle Island Repository).,337457,3606
NWHS,NWHS,Nepean Blue Mountains Local Health District. Nepean Blue Mountains LHD Library Services .,,12149
NNEI,NNEI,New England Institute of TAFE.,,0
9453,,New England Institute of TAFE. Armidale Campus Library.,NNEI,0
9481,,New England Institute of TAFE. Boggabilla Campus.,NNEI,0
9443,,New England Institute of TAFE. Coonabarabran Campus Library.,NNEI,0
9445,,New England Institute of TAFE. Glen Innes Campus Library.,NNEI,0
9449,,New England Institute of TAFE. Gunnedah Campus Library.,NNEI,0
9454,,New England Institute of TAFE. Inverell Campus Library.,NNEI,0
9455,,New England Institute of TAFE. Moree Campus Library.,NNEI,0
9450,,New England Institute of TAFE. Narrabri Campus Library.,NNEI,0
9442,,New England Institute of TAFE. Quirindi Campus Library.,NNEI,0
9480,,New England Institute of TAFE. Tamworth Campus Library.,NNEI,0
9444,,New England Institute of TAFE. Tenterfield Campus Library.,NNEI,0
14280,,New England Regional Art Museum.,,5135
NEAM:H,NEAM:H,"New England Regional Art Museum. Hinton Research Library, NERAM.",14280,4171
NEAM,NEAM,New England Regional Art Museum. NERAM Collection.,14280,964
NPA,NPA,New South Wales Parliamentary Archives. NSW Parliamentary Archives.,,10
NNPL,NNPL,Newcastle Region Libraries. Newcastle Region Library.,,216862
NNEW,NNEW,Newington College. Resource Centre.,,0
14798,,NextSense Institute.,,4
NDBC,NDBC,NextSense Institute. Alternative-Format Publications Library.,14798,0
NREN,NREN,NextSense Institute. NextSense Institute Library.,14798,4
4067,,NextSense Institute. Paull Memorial Library.,14798,0
XNHC,XNHC,Nhulunbuy Community Library.,,84745
QNLS,QNLS,Noosa Council. Noosa Library Service.,,76049
QNLS:HN,QNLS:HN,Noosa Council. Noosa Library Service. Heritage Noosa.,QNLS,16206
NNCI,NNCI,North Coast Institute of TAFE.,,0
9482,,North Coast Institute of TAFE. Casino Campus Library.,NNCI,0
2899,,North Coast Institute of TAFE. Coffs Harbour Campus Library.,NNCI,0
2900,,North Coast Institute of TAFE. Grafton Campus Library.,NNCI,0
2901,,North Coast Institute of TAFE. Kempsey Campus Library.,NNCI,0
2902,,North Coast Institute of TAFE. Kingscliff Campus Library.,NNCI,0
9483,,North Coast Institute of TAFE. Lismore Campus Library.,NNCI,0
4739,,North Coast Institute of TAFE. Maclean High School / TAFE Library.,NNCI,0
4741,,North Coast Institute of TAFE. Murwillumbah Campus Library.,NNCI,0
3890,,North Coast Institute of TAFE. National Fishing Industry Education Centre Library.,NNCI,0
4315,,North Coast Institute of TAFE. Port Macquarie Campus Library.,NNCI,0
2903,,North Coast Institute of TAFE. Taree Campus Library.,NNCI,0
4058,,North Coast Institute of TAFE. Wollongbar Campus Library.,NNCI,0
WCMC,WCMC,North Metropolitan TAFE.,,28135
339018,,North Metropolitan TAFE. Balga Campus Library.,WCMC,0
339019,,North Metropolitan TAFE. Joondalup Campus Library.,WCMC,0
6434,,North Metropolitan TAFE. Leederville Campus Library.,WCMC,0
339017,,North Metropolitan TAFE. Midland Campus Library.,WCMC,0
6435,,North Metropolitan TAFE. Mt Lawley Campus Library.,WCMC,0
341820,,North Metropolitan TAFE. Perth Campus Library.,WCMC,0
NNSYD,NNSYD,North Sydney Council. Stanton Library.,,20368
QMIBH,QMIBH,North West Hospital and Health Service. Yacca Library (Mount Isa).,,677
14356,,North Western Library Service.,,4131
5465,,North Western Library Service. Bogan Shire Library.,14356,0
NCOO,NCOO,North Western Library Service. Coonamble Shire Library.,14356,0
5474,,North Western Library Service. Gilgandra Shire Library.,14356,0
5473,,North Western Library Service. Gulargambone Library.,14356,0
NNWL,NNWL,North Western Library Service. Warren Shire Library.,14356,4131
14359,,Northam Shire Council.,,0
WNOR,WNOR,Northam Shire Council. Shire of Northam Libraries.,14359,0
WWUN,WWUN,Northam Shire Council. Wundowie Library.,14359,0
VWDB,VWDB,Northeast Health Wangaratta. Dr. RM Mounsey Regional Library.,,2
14361,,Northern Areas Council.,,35485
SFMLS,SFMLS,Northern Areas Council. Flinders Mobile Library Service.,14361,18441
SJAM,SJAM,Northern Areas Council. Jamestown School Community Library.,14361,17044
NMAN,NMAN,Northern Beaches Library Service.,,134200
5384,,Northern Beaches Library Service. Avalon Community Library.,NMAN,0
9196,,Northern Beaches Library Service. Belrose Library.,NMAN,0
NWAR,NWAR,Northern Beaches Library Service. Dee Why Library.,NMAN,18
5254,,Northern Beaches Library Service. Forestville Library.,NMAN,0
NPIT,NPIT,Northern Beaches Library Service. Mona Vale Library.,NMAN,10
11292,,Northern Beaches Library Service. Warringah Mall Library.,NMAN,0
13873,,Northern NSW Local Health District.,,12631
NLBH,NLBH,Northern NSW Local Health District. Lismore Base Hospital Library.,13873,9929
NTHS,NTHS,Northern NSW Local Health District. The Tweed  Hospital Library.,13873,2702
14804,,Northern Sydney Local Health Districts.,,933
NMQH,NMQH,Northern Sydney Local Health Districts. Macquarie Hospital Mental Health Library.,14804,932
NRNS,NRNS,Northern Sydney Local Health Districts. Northern Sydney Local Health District.,14804,1
XNTAS,XNTAS,Northern Territory Archives Service.,,259
10956,,Northern Territory Archives Service. Reference Collection.,XNTAS,0
XNTCL,XNTCL,Northern Territory Community Libraries.,,17230
XEDU,XEDU,Northern Territory Department of Education. Education and Darwin Languages Centre Libraries.,,14894
XCOC,XCOC,"Northern Territory Land, Resources and Heritage.",,12853
XCOC:AXA,XCOC:AXA,"Northern Territory Land, Resources and Heritage. Heritage - AXA 1.",XCOC,149
XCOC:H,XCOC:H,"Northern Territory Land, Resources and Heritage. Heritage.",XCOC,1232
XCOC:NH,XCOC:NH,"Northern Territory Land, Resources and Heritage. NT Herbarium.",XCOC,0
XTMC,XTMC,Northern Territory Library. Taminmin Joint Use Library.,,96119
14374,,"Northern Territory Police, Fire and Emergency Services.",,5353
XPFE:F,XPFE:F,"Northern Territory Police, Fire and Emergency Services. Forensic Library.",14374,370
XPFE,XPFE,"Northern Territory Police, Fire and Emergency Services. Police, Fire & Emergency Services Library.",14374,4983
VNSH,VNSH,Nossal High School.,,0
NDOH,NDOH,"NSW Department of Communities & Justice, FACS Library.",,4744
NAGLS,NAGLS,"NSW Department of Communities and Justice, Law Courts Library Services.",,39088
NLEC,NLEC,"NSW Department of Communities and Justice, Law Courts Library Services. Land & Environment Court Library.",NAGLS,0
NSC,NSC,"NSW Department of Communities and Justice, Law Courts Library Services. Law Courts Library.",NAGLS,0
328218,,"NSW Department of Planning, Industry and Environment.",,55956
NAD:PA,NAD:PA,"NSW Department of Planning, Industry and Environment. C.B. Alexander Agricultural College Library.",328218,5449
NNPW,NNPW,"NSW Department of Planning, Industry and Environment. Department of Planning, Industry and Environment Library.",328218,9926
NAD:DP,NAD:DP,"NSW Department of Planning, Industry and Environment. Departmental Publications Archives.",328218,5698
NMD,NMD,"NSW Department of Planning, Industry and Environment. Mineral Resources NSW Library.",328218,5703
NAD:OR,NAD:OR,"NSW Department of Planning, Industry and Environment. Orange Agricultural Institute Library.",328218,13570
NFRI,NFRI,"NSW Department of Planning, Industry and Environment. Port Stephens Fisheries Institute.",328218,8771
NAD:WO,NAD:WO,"NSW Department of Planning, Industry and Environment. Wollongbar Primary Industries Institute Library.",328218,632
NAD:YA,NAD:YA,"NSW Department of Planning, Industry and Environment. Yanco Agricultural Institute.",328218,6207
NPAG,NPAG,NSW Police Force. Library & Information Services.,,12202
NRFS,NRFS,NSW Rural Fire Service. NSW Rural Fire Service Library.,,1
XCL,XCL,NT Community Libraries.,,0
XDHM,XDHM,NT Department of Health. Library Services.,,12088
342420,,"NT Department of Industry, Tourism and Trade.",,26201
XAZ,XAZ,"NT Department of Industry, Tourism and Trade. Arid Zone Research Institute Library.",342420,8551
XPFD,XPFD,"NT Department of Industry, Tourism and Trade. Berrimah Farm Library - Fisheries Collection.",342420,2108
XPPD,XPPD,"NT Department of Industry, Tourism and Trade. Berrimah Farm Library - Primary Industry Collection.",342420,7874
XMD,XMD,"NT Department of Industry, Tourism and Trade. Minerals and Energy InfoCentre - Darwin.",342420,7668
XALIR,XALIR,NT Schools Alice Springs Region.,,15316
XARNR,XARNR,NT Schools Arnhem Region.,,1659
XBARR,XBARR,NT Schools Barkly Region.,,10400
XBARR:TC,XBARR:TC,NT Schools Barkly Region. Tennant Creek High School.,XBARR,5067
XDARR,XDARR,NT Schools Darwin Region.,,105836
XDARR:CS,XDARR:CS,NT Schools Darwin Region. Casuarina Senior College.,XDARR,15931
XDARR:DH,XDARR:DH,NT Schools Darwin Region. Darwin High School.,XDARR,11982
XDARR:DM,XDARR:DM,NT Schools Darwin Region. Darwin Middle School.,XDARR,6948
XDARR:DR,XDARR:DR,NT Schools Darwin Region. Dripstone Middle School.,XDARR,8790
XDARR:NM,XDARR:NM,NT Schools Darwin Region. NT Music School.,XDARR,2410
XDARR:SM,XDARR:SM,NT Schools Darwin Region. Sanderson Middle School.,XDARR,12240
XKATR,XKATR,NT Schools Katherine Region.,,12693
XKATR:BC,XKATR:BC,NT Schools Katherine Region. Barunga Community.,XKATR,0
XPALR,XPALR,NT Schools Palmerston and Rural Region.,,39372
XPALR:AR,XPALR:AR,NT Schools Palmerston and Rural Region. Adelaide River Community Library.,XPALR,5713
XPALR:PS,XPALR:PS,NT Schools Palmerston and Rural Region. Palmerston Senior College.,XPALR,11970
QTIR,QTIR,Office of Industrial Relations Library.,,7768
AOPC,AOPC,Office of Parliamentary Counsel. Office of Parliamentary Counsel Library.,,1599
NDPP,NDPP,Office of the Director of Public Prosecutions NSW. R.O. Blanch QC Library.,,3950
VOCSA,VOCSA,Old Castlemaine Schoolboys Association Inc..,,418
14441,,Orbost Historical Society Museum.,,2767
VORH:M,VORH:M,Orbost Historical Society Museum. Orbost & District Historical Society.,14441,2767
VORH,VORH,Orbost Historical Society Museum. Orbost Historical Society Museum Library.,14441,0
YORCID,YORCID,ORCID.,,25048
SORRO,SORRO,Orroroo and Carrieton District Council. Orroroo School Community Library.,,12570
VOACC,VOACC,Overnewton Anglican Community College Library.,,4
NPRK,NPRK,Parkes Shire Council. Parkes Shire Library.,,30760
4628,,Parkes Shire Council. Parkes Shire Library. Peak Hill Library.,NPRK,0
4629,,Parkes Shire Council. Parkes Shire Library. Trundle Library.,NPRK,0
4632,,Parkes Shire Council. Parkes Shire Library. Tullamore Library.,NPRK,0
APAR,APAR,Parliament of  Australia. Parliamentary Library.,,530274
APAR:S,APAR:S,Parliament of  Australia. Parliamentary Library. Biographical Dictionary of the Australian Senate.,APAR,328
APAR:PPD,APAR:PPD,Parliament of  Australia. Parliamentary Library. Party Political Documents.,APAR,0
APAR:PR,APAR:PR,Parliament of  Australia. Parliamentary Library. Press Releases Database.,APAR,404336
10124,,Parliament of New South Wales.,,249197
NPAR:PR,NPAR:PR,Parliament of New South Wales. NSW Parliamentary Library Press Releases.,10124,249017
NPAR,NPAR,Parliament of New South Wales. NSW Parliamentary Library.,10124,180
QPAL,QPAL,Parliament of Queensland. Queensland Parliamentary Library.,,0
VPAR,VPAR,Parliament of Victoria. Parliamentary Library.,,4244
VPAR:B,VPAR:B,Parliament of Victoria. Parliamentary Library. Victorian Parliament Biographies.,VPAR,0
WPAR,WPAR,Parliament of Western Australia. Parliamentary Library Education and Community Engagement.,,3086
NPCL,NPCL,Parramatta City Council. City of Parramatta Libraries.,,149373
4790,,Parramatta City Council. City of Parramatta Libraries. Carlingford Library.,NPCL,0
3624,,Parramatta City Council. City of Parramatta Libraries. Constitution Hill Library.,NPCL,0
4898,,Parramatta City Council. City of Parramatta Libraries. Dundas Valley Library.,NPCL,0
4900,,Parramatta City Council. City of Parramatta Libraries. Ermington Library.,NPCL,0
VPCC,VPCC,Penola Catholic College.,,0
NPEN,NPEN,Penrith City Council. Penrith City Library.,,107551
10776,,Penrith City Council. Penrith City Library. Penrith Community Toy Library.,NPEN,0
4905,,Penrith City Council. Penrith City Library. St Clair Library.,NPEN,0
4906,,Penrith City Council. Penrith City Library. St Marys Library.,NPEN,0
14506,,Perenjori Shire Council Libraries.,,0
WLAT,WLAT,Perenjori Shire Council Libraries. Latham Library.,14506,0
WPNJ,WPNJ,Perenjori Shire Council Libraries. Perenjori Library.,14506,0
WPC,WPC,Perth College Inc. The Sisters of the Church Memorial Resources Centre.,,0
WPFRC,WPFRC,Perth Fremantle Rifle Club.,,171
QPPL,QPPL,Peter Pal Library Supplier.,,3
SPET,SPET,Peterborough Town. Peterborough School & Community Library.,,14142
VPID,VPID,Phillip Island and District Historical Society Inc.,,3146
VPHI,VPHI,Phillip Island and District Historical Society Inc. Phillip Island & District Historical Society Library.,VPID,0
VPIC,VPIC,PictureVictoria.,,14483
WMTB,WMTB,Plantagenet Shire Council Libraries. Mount Barker Library.,,5702
VPMEC,VPMEC,PMI Victorian History Library Inc..,,31012
SPAHS,SPAHS,Port Adelaide Historical Society.,,9970
SPA,SPA,Port Augusta Public Library. Irwin Howard Library.,,26227
NPMM,NPMM,Port Macquarie Historical Society. Port Macquarie Museum.,,1989
NHAS,NHAS,Port Macquarie-Hastings Library Services. Port Macquarie Library.,,0
VPMH,VPMH,Port Melbourne Historical & Preservation Society.,,8842
VPPLS,VPPLS,Port Phillip Library Service. St Kilda Library.,,105872
SPO,SPO,Port Pirie Regional Council. Port Pirie Regional Library Service.,,30672
10136,,Powerhouse Museum.,,168193
NMUS:ARC,NMUS:ARC,Powerhouse Museum. Archival Records.,10136,0
NMUS:CAN,NMUS:CAN,Powerhouse Museum. Collections Australia Network.,10136,1706
NMUS:E,NMUS:E,Powerhouse Museum. Exhibitions and  Programs.,10136,166408
NMUS:ANDS,NMUS:ANDS,Powerhouse Museum. Research Data via ANDS.,10136,77
NMUS,NMUS,Powerhouse Museum. Research Library.,10136,2
VPLC,VPLC,Presbyterian Ladies' College - Melbourne. Library and Information Services.,,0
QPCH,QPCH,Prince Charles Hospital. The Prince Charles Hospital Library.,,3128
NPOW,NPOW,Prince of Wales Hospital. Prince of Wales Hospital Library.,,4929
WPRF,WPRF,Princess Royal Fortress Military Museum.,,26
14599,,Productivity Commission.,,3997
AIAC,AIAC,Productivity Commission. Canberra Office Library.,14599,2153
VIAC,VIAC,Productivity Commission. Melbourne Office Library.,14599,1844
WPS,WPS,Psychiatric Services Library.,,6381
14602,,Public Record Office Victoria.,,34851
11092,,Public Record Office Victoria. Ballarat Archive Centre.,14602,0
VPRO:ANDS,VPRO:ANDS,Public Record Office Victoria. Research Data via ANDS.,14602,0
VPRO,VPRO,Public Record Office Victoria. Victorian Archives Centre.,14602,34757
VPRO:VC,VPRO:VC,Public Record Office Victoria. Victorian Collections records.,14602,94
QFAB:ANDS,QFAB:ANDS,QFAB Bioinformatics. Research Data via ANDS.,,17259
13225,,QLD Department of Education & Training.,,0
QBSDE,QBSDE,QLD Department of Education & Training. Brisbane School of Distance Education.,13225,0
6276,,"QLD Department of Education & Training. Indigenous Schooling Support Unit, Central Southern Queensland.",13225,0
7736,,QLD Department of Education & Training. LOTE Library.,13225,0
6278,,QLD Department of Education & Training. Learning & Engagement Centre Townsville.,13225,0
QED,QED,QLD Department of Education & Training. Library Services.,13225,0
9710,,QLD Department of Education & Training. Mirani State High School Resource Centre.,13225,0
4889,,QLD Department of Education & Training. TESOL Joint Use Library.,13225,0
QMR,QMR,QLD Department of Transport and Main Roads. Queensland Department of Transport and Main Roads Library Services.,,36073
13260,,QLD Dept of Environment and Science.,,47261
QDEH,QDEH,QLD Dept of Environment and Science. DES | Resources | RDMW.,13260,47261
QBOT,QBOT,QLD Dept of Environment and Science. Queensland Herbarium Library .,13260,0
NQB,NQB,Queanbeyan-Palerang Regional Council. Queanbeyan-Palerang Library Service.,,33778
TQVM,TQVM,Queen Victoria Museum and Art Gallery. Queen Victoria Museum and Art Gallery Library.,,16956
QART,QART,Queensland Art Gallery. QAGOMA Research Library.,,27643
QAO,QAO,Queensland Audit Office. QAO Library and Information Service.,,0
QSAL,QSAL,Queensland Curriculum and Assessment Authority Library.,,99
QWQ,QWQ,Queensland Department of Housing and Public Works. Library@HPW.,,0
14653,,Queensland Museum.,,26732
QMU,QMU,Queensland Museum. Queensland Museum Library.,14653,26692
QMU:ANDS,QMU:ANDS,Queensland Museum. Research Data via ANDS.,14653,40
QPM,QPM,Queensland Police Museum.,,2374
QQPA,QQPA,Queensland Police Service Library Services.,,6687
QSA,QSA,Queensland State Archives.,,3218683
QUT,QUT,Queensland University of Technology.,,140694
QUT:DC,QUT:DC,Queensland University of Technology. Digital Collections.,QUT,6378
QUT:CJJ,QUT:CJJ,"Queensland University of Technology. International Journal for Crime, Justice and Social Democracy.",QUT,697
QUT:IR,QUT:IR,Queensland University of Technology. Queensland University of Technology: Institutional Repository.,QUT,133157
QUT:ANDS,QUT:ANDS,Queensland University of Technology. Research Data via ANDS.,QUT,433
QWHA,QWHA,Queensland Women's Historical Association. QLD Women's Historical Association Library.,,3566
NRAND,NRAND,Randwick City Library. Lionel Bowen Library.,,100742
QRH,QRH,Redcliffe and Caboolture Hospitals' Library Services.,,1124
QRLC,QRLC,Redeemer Lutheran College.,,0
QRSL,QRSL,Redland City Council Libraries.,,73805
4184,,Redland City Council Libraries. Capalaba Library.,QRSL,0
4203,,Redland City Council Libraries. Cleveland Library.,QRSL,0
4202,,Redland City Council Libraries. Dunwich Library.,QRSL,0
4204,,Redland City Council Libraries. Mobile Library.,QRSL,0
4206,,Redland City Council Libraries. Point Lookout Library.,QRSL,0
4205,,Redland City Council Libraries. Russell Island Library.,QRSL,0
343361,,Redland City Council Libraries. Victoria Point Library.,QRSL,0
QRLD,QRLD,Redlands College. Redlands College Library.,,0
SBUCL,SBUCL,Regional Council of Goyder. Burra Community Library.,,25529
VRAUS,VRAUS,Relationships Australia (Vic) Inc. Relationships Australia Library.,,0
SREN,SREN,Renmark Paringa Council. Renmark Paringa Public Library.,,19332
NCAMP,NCAMP,Rev Dr Leo Kelly Library .,,21919
NOSR,NOSR,Revenue NSW. Technical Resource Centre.,,0
YERAS,YERAS,Reviews in Australian Studies .,,675
NRTW,NRTW,Richmond-Tweed Regional Library. Library Headquarters.,,116434
NRUL,NRUL,Richmond-Upper Clarence Regional Library. Richmond-Upper Clarence Regional Library.,,40795
VRDH,VRDH,Ringwood and District Historical Society.,,8904
14727,,Riverina Regional Library.,,55472
8841,,Riverina Regional Library. Adelong Library.,14727,0
8837,,Riverina Regional Library. Ariah Park Library.,14727,0
8838,,Riverina Regional Library. Batlow Library.,14727,0
NBLA,NBLA,Riverina Regional Library. Bland Library.,14727,1
NRIV:CLM,NRIV:CLM,Riverina Regional Library. Coolamon Library.,14727,0
NRIV:CT,NRIV:CT,Riverina Regional Library. Cootamundra Library.,14727,0
NRIV:COR,NRIV:COR,Riverina Regional Library. Corowa Library.,14727,0
NRIV:CUL,NRIV:CUL,Riverina Regional Library. Culcairn Library.,14727,0
NRIV:G,NRIV:G,Riverina Regional Library. Gundagai Library.,14727,0
NRIV:H,NRIV:H,Riverina Regional Library. Henty Library.,14727,0
NRIV:HOL,NRIV:HOL,Riverina Regional Library. Holbrook Library.,14727,0
NRIV:J,NRIV:J,Riverina Regional Library. Junee Library.,14727,0
NLEE,NLEE,Riverina Regional Library. Leeton Library.,14727,2
9128,,Riverina Regional Library. Leeton Library. Bookvan.,NLEE,0
NRIV:P,NRIV:P,Riverina Regional Library. Local Studies Photograph Collection.,14727,0
8836,,Riverina Regional Library. Mobile Library.,14727,0
6392,,Riverina Regional Library. Mulwala Library.,14727,0
NRIV,NRIV,Riverina Regional Library.,14727,55469
8846,,Riverina Regional Library. Talbingo Library.,14727,0
NRIV:TUM,NRIV:TUM,Riverina Regional Library. Tumbarumba Library.,14727,0
NRIV:TU,NRIV:TU,Riverina Regional Library. Tumut Library.,14727,0
8847,,Riverina Regional Library. Temora Library.,14727,0
14675,,RMIT University.,,351031
VAFI,VAFI,RMIT University. AFI Research Collection.,14675,5822
VITL,VITL,"RMIT University. Department of Information, Management and Library Studies.",14675,0
VINFORM,VINFORM,RMIT University. Informit.,14675,0
VJSC,VJSC,RMIT University. Justice Smith Collection: Graduate School of Business & Law: RMIT University.,14675,413
9319,,"RMIT University. RMIT Design Archives, School of Architecture + Design.",14675,0
VIT,VIT,RMIT University. RMIT University Library.,14675,344018
VIT:IR,VIT:IR,RMIT University. RMIT University Library. RMIT Research Repository.,VIT,82396
VIT:ANDS,VIT:ANDS,RMIT University. Research Data via ANDS.,14675,778
SROB,SROB,Robe District Council. Robe Public Library.,,7925
QROC,QROC,Rockhampton Hospital. Rockhampton Hospital Library.,,210
QRML,QRML,Rockhampton Regional Council Libraries. Rockhampton Regional Library.,,114315
XPALR:RM,XPALR:RM,Rosebery Middle School.,,4086
14763,,Royal Adelaide Hospital.,,12754
SRAHM,SRAHM,Royal Adelaide Hospital. Health Museum of South Australia.,14763,12754
SRAH,SRAH,Royal Adelaide Hospital. SA Pathology Library.,14763,0
900,,Royal Adelaide Hospital. SA Pathology Library. Modbury Hospital Library.,SRAH,0
SAGHS,SAGHS,Royal Agricultural & Horticultural Society of South Australia Inc..,,1084
NCP,NCP,Royal Australasian College of Physicians. History of Medicine Library.,,9695
SRAAF,SRAAF,Royal Australian Air Force. Integration Test and Training Facility Library.,,1
NRACR,NRACR,Royal Australian and New Zealand College of Radiologists. J P Trainor Archive Trust.,,1166
